Loan Amount,Loan-to-Value Ratio,Intro Rate Period,Property Value,Income,Debt-to-Income Ratio,Term 360,Conforming,Race,Ethnicity,Sex,Interest Rate
215000.0,0.75,0.0,285000.0,67000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.052
305000.0,0.8,0.0,375000.0,155000.0,0.46,1.0,1.0,White,Non-Hispanic,Male,0.04125
125000.0,0.97878,0.0,125000.0,61000.0,0.38,1.0,1.0,White,Non-Hispanic,Female,0.045
285000.0,0.9581,0.0,295000.0,111000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.05125
155000.0,1.0,0.0,155000.0,81000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.04375
155000.0,0.8,0.0,195000.0,107000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.045
495000.0,0.7916599999999999,0.0,625000.0,144000.0,0.43,1.0,1.0,Asian,Non-Hispanic,Male,0.04875
345000.0,0.965,0.0,365000.0,137000.0,0.45,1.0,1.0,White,Non-Hispanic,Male,0.0475
255000.0,0.95,0.0,265000.0,83000.0,0.47,1.0,1.0,White,Non-Hispanic,Male,0.04875
205000.0,0.5121800000000001,0.0,405000.0,97000.0,0.36,1.0,1.0,White,Non-Hispanic,Female,0.04375
265000.0,0.8,0.0,325000.0,68000.0,0.33,1.0,1.0,Asian,Non-Hispanic,Male,0.04
185000.0,0.9818,0.0,195000.0,70000.0,0.33,1.0,1.0,White,Hispanic,Male,0.05125
135000.0,0.965,0.0,145000.0,55000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.0575
95000.0,0.8,0.0,125000.0,42000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.04625
165000.0,0.95,0.0,175000.0,46000.0,0.25,1.0,1.0,White,Hispanic,Male,0.047
735000.0,0.95,72.0,775000.0,133000.0,0.4,1.0,0.0,White,Hispanic,Male,0.0399
345000.0,0.964998,0.0,365000.0,188000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.05125
495000.0,0.8,0.0,615000.0,197000.0,0.33,1.0,0.0,White,Non-Hispanic,Male,0.0475
555000.0,0.89875,0.0,625000.0,191000.0,0.25,1.0,0.0,White,Non-Hispanic,Female,0.05
295000.0,0.95,0.0,315000.0,150000.0,0.37,1.0,1.0,Black,Non-Hispanic,Male,0.04875
225000.0,1.03,0.0,215000.0,76000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.04375
155000.0,0.965,0.0,155000.0,40000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04375
75000.0,0.97,0.0,85000.0,45000.0,0.1,1.0,1.0,White,Non-Hispanic,Female,0.04875
125000.0,0.75,0.0,165000.0,27000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.045
245000.0,0.95,0.0,255000.0,96000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0475
645000.0,0.795,0.0,805000.0,210000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.0475
95000.0,0.982,0.0,105000.0,57000.0,0.48,1.0,1.0,White,Non-Hispanic,Female,0.05625
135000.0,0.815,0.0,165000.0,46000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.04875
95000.0,0.9819,0.0,95000.0,36000.0,0.4,1.0,1.0,White,Non-Hispanic,Female,0.04625
205000.0,0.5679,0.0,205000.0,66000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.04875
85000.0,0.965,0.0,85000.0,50000.0,0.25,1.0,1.0,White,Hispanic,Female,0.045
275000.0,0.95,0.0,285000.0,68000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.0475
905000.0,0.6,84.0,1505000.0,364000.0,0.25,1.0,0.0,White,Non-Hispanic,Male,0.03625
295000.0,0.97,0.0,295000.0,62000.0,0.47,1.0,1.0,White,Hispanic,Male,0.04625
215000.0,0.8,0.0,265000.0,125000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.05
125000.0,0.97,0.0,125000.0,34000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04625
185000.0,1.02116,0.0,185000.0,50000.0,0.48,1.0,1.0,White,Hispanic,Female,0.0575
355000.0,0.85,85.0,415000.0,117000.0,0.25,1.0,1.0,Asian,Non-Hispanic,Male,0.03625
245000.0,0.97,0.0,255000.0,44000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.04875
285000.0,0.85,0.0,335000.0,86000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04375
315000.0,0.85,0.0,375000.0,127000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0475
115000.0,1.03455,0.0,115000.0,46000.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.055
975000.0,0.85,0.0,1185000.0,575000.0,0.25,1.0,0.0,White,Non-Hispanic,Male,0.05
155000.0,0.8,0.0,195000.0,98000.0,0.1,1.0,1.0,White,Non-Hispanic,Female,0.0475
665000.0,0.86705,0.0,865000.0,193000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.05875
195000.0,0.95,0.0,205000.0,45000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04875
1235000.0,0.75,0.0,1655000.0,723000.0,0.25,1.0,0.0,White,Non-Hispanic,Male,0.05
365000.0,0.91395,0.0,405000.0,117000.0,0.49,1.0,1.0,White,Non-Hispanic,Male,0.0525
325000.0,0.97,0.0,345000.0,114000.0,0.44,1.0,1.0,White,Non-Hispanic,Female,0.045
135000.0,1.0,0.0,155000.0,48000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0525
295000.0,0.8,0.0,375000.0,85000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0425
185000.0,0.75,0.0,245000.0,76000.0,0.33,1.0,1.0,White,Hispanic,Male,0.045
375000.0,0.965,0.0,375000.0,100000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04625
95000.0,0.95,0.0,105000.0,29000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.05125
425000.0,0.8,0.0,535000.0,228000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.04625
75000.0,0.95,0.0,85000.0,42000.0,0.49,1.0,1.0,White,Non-Hispanic,Male,0.05
145000.0,0.6590900000000001,0.0,225000.0,54000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.045
245000.0,0.97,0.0,245000.0,77000.0,0.36,1.0,1.0,Black,Non-Hispanic,Female,0.045
75000.0,1.05,0.0,75000.0,25000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.05
275000.0,0.95,0.0,285000.0,77000.0,0.33,1.0,1.0,White,Hispanic,Female,0.0499
155000.0,1.00358,0.0,155000.0,60000.0,0.33,1.0,1.0,White,Hispanic,Male,0.05125
215000.0,0.8,0.0,275000.0,64000.0,0.45,1.0,1.0,White,Non-Hispanic,Male,0.0475
85000.0,0.8,0.0,115000.0,33000.0,0.41,1.0,1.0,White,Hispanic,Male,0.04875
245000.0,0.95,0.0,255000.0,115000.0,0.25,1.0,1.0,Asian,Non-Hispanic,Male,0.04375
225000.0,0.95,0.0,235000.0,87000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.04625
195000.0,1.0,0.0,195000.0,51000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.045
135000.0,0.97,0.0,135000.0,43000.0,0.37,1.0,1.0,White,Non-Hispanic,Male,0.05
165000.0,1.0,0.0,165000.0,45000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.04625
125000.0,0.4,0.0,315000.0,37000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0425
375000.0,0.95,0.0,395000.0,147000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.04625
175000.0,0.9818,0.0,185000.0,72000.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.045
275000.0,0.965,0.0,285000.0,101000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.0525
65000.0,0.97,0.0,65000.0,19000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.03875
145000.0,1.0,0.0,145000.0,48000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04875
315000.0,0.8,0.0,415000.0,78000.0,0.47,1.0,1.0,White,Non-Hispanic,Male,0.04875
265000.0,0.965,0.0,275000.0,46000.0,0.46,1.0,1.0,White,Non-Hispanic,Male,0.04125
225000.0,0.95,0.0,235000.0,61000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.045
95000.0,0.965,0.0,95000.0,34000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.04875
215000.0,0.965,0.0,225000.0,76000.0,0.45,1.0,1.0,Black,Non-Hispanic,Male,0.04875
325000.0,1.0,0.0,315000.0,49000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04875
785000.0,0.8,120.0,985000.0,279000.0,0.4,1.0,0.0,White,Non-Hispanic,Male,0.0425
65000.0,0.4317,60.0,145000.0,66000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.0329
195000.0,1.0,0.0,195000.0,40000.0,0.4,1.0,1.0,White,Non-Hispanic,Female,0.04625
295000.0,0.965,0.0,305000.0,48000.0,0.75,1.0,1.0,White,Hispanic,Female,0.04625
115000.0,0.9647,0.0,115000.0,36000.0,0.42,1.0,1.0,Black,Non-Hispanic,Male,0.0525
415000.0,0.95,0.0,435000.0,81000.0,0.48,1.0,1.0,White,Non-Hispanic,Female,0.05375
245000.0,1.0,0.0,245000.0,86000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.05125
245000.0,0.8,0.0,305000.0,237000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.0499
95000.0,0.8,0.0,115000.0,27000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.05
645000.0,0.8,84.0,805000.0,121000.0,0.41,1.0,1.0,Asian,Non-Hispanic,Male,0.03625
205000.0,0.965,0.0,205000.0,149000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.04
255000.0,1.0,0.0,255000.0,60000.0,0.42,1.0,1.0,Black,Non-Hispanic,Male,0.045
145000.0,1.0,0.0,145000.0,72000.0,0.33,1.0,1.0,Black,Non-Hispanic,Male,0.04625
155000.0,1.0101,0.0,155000.0,59000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0425
365000.0,0.94501,0.0,395000.0,81000.0,0.48,1.0,1.0,White,Non-Hispanic,Male,0.0499
125000.0,0.68085,0.0,185000.0,66000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.0475
135000.0,1.0,0.0,135000.0,58000.0,0.25,1.0,1.0,Black,Non-Hispanic,Male,0.0538
135000.0,0.95,0.0,145000.0,87000.0,0.47,1.0,1.0,White,Non-Hispanic,Male,0.0425
215000.0,0.8,0.0,265000.0,97000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.03875
175000.0,1.0,0.0,175000.0,60000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.0425
155000.0,1.0,0.0,155000.0,54000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.0425
195000.0,0.965,0.0,195000.0,46000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04625
435000.0,0.9,0.0,485000.0,181000.0,0.39,1.0,1.0,White,Non-Hispanic,Male,0.0475
125000.0,0.8,0.0,155000.0,51000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.055
115000.0,0.968,0.0,125000.0,47000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04375
375000.0,1.0,0.0,405000.0,120000.0,0.75,1.0,1.0,Asian,Non-Hispanic,Male,0.0425
95000.0,0.9818,0.0,95000.0,41000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.0475
365000.0,0.95,0.0,385000.0,80000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.045
165000.0,1.0,0.0,165000.0,82000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.05
395000.0,0.95,0.0,415000.0,120000.0,0.33,1.0,1.0,White,Hispanic,Male,0.045
185000.0,1.0,0.0,185000.0,108000.0,0.55,1.0,1.0,Black,Non-Hispanic,Male,0.04875
155000.0,0.92025,0.0,165000.0,91000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0425
175000.0,0.965,0.0,175000.0,46000.0,0.38,1.0,1.0,White,Hispanic,Male,0.0475
2325000.0,0.8,0.0,2905000.0,868000.0,0.25,1.0,0.0,White,Non-Hispanic,Male,0.0375
135000.0,0.3522999999999999,0.0,365000.0,44000.0,0.48,1.0,1.0,White,Non-Hispanic,Female,0.05
215000.0,0.965,0.0,225000.0,80000.0,0.25,1.0,1.0,Black,Non-Hispanic,Male,0.05
415000.0,0.85,84.0,495000.0,145000.0,0.4,1.0,1.0,White,Non-Hispanic,Female,0.04375
635000.0,0.75,120.0,855000.0,119000.0,0.45,1.0,1.0,White,Non-Hispanic,Female,0.0425
435000.0,0.8,0.0,545000.0,106000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.055
275000.0,0.95,0.0,285000.0,87000.0,0.36,1.0,1.0,White,Non-Hispanic,Female,0.04875
295000.0,0.7116,0.0,415000.0,89000.0,0.37,1.0,1.0,Asian,Non-Hispanic,Male,0.04625
165000.0,0.462,0.0,355000.0,48000.0,0.49,1.0,1.0,White,Hispanic,Female,0.05
245000.0,0.95,0.0,245000.0,67000.0,0.43,1.0,1.0,White,Hispanic,Male,0.0375
645000.0,0.8998999999999999,0.0,875000.0,545000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.04125
145000.0,0.965,0.0,145000.0,65000.0,0.42,1.0,1.0,Asian,Non-Hispanic,Male,0.0475
45000.0,0.909,0.0,45000.0,55000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.045
155000.0,0.965,0.0,165000.0,76000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.0525
185000.0,0.97,0.0,195000.0,77000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.0525
115000.0,0.965,0.0,125000.0,61000.0,0.45,1.0,1.0,Black,Non-Hispanic,Male,0.06125
425000.0,0.9,0.0,475000.0,170000.0,0.45,1.0,1.0,White,Non-Hispanic,Male,0.03875
175000.0,0.9818,0.0,185000.0,121000.0,0.25,1.0,1.0,Black,Non-Hispanic,Female,0.05125
145000.0,1.01637,0.0,145000.0,48000.0,0.43,1.0,1.0,Black,Non-Hispanic,Male,0.0525
995000.0,0.8,0.0,1245000.0,250000.0,0.39,1.0,0.0,White,Non-Hispanic,Female,0.04375
255000.0,0.95,0.0,265000.0,73000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.0475
245000.0,1.0,0.0,245000.0,54000.0,0.55,1.0,1.0,Black,Non-Hispanic,Female,0.05375
165000.0,0.965,0.0,165000.0,46000.0,0.55,1.0,1.0,White,Hispanic,Female,0.0525
65000.0,0.97,0.0,65000.0,20000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.04875
235000.0,0.8,0.0,295000.0,165000.0,0.39,1.0,1.0,White,Non-Hispanic,Male,0.0375
295000.0,0.7802,0.0,375000.0,132000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.04625
105000.0,0.9818,0.0,115000.0,33000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.0475
125000.0,0.9819,0.0,125000.0,34000.0,0.33,1.0,1.0,White,Hispanic,Male,0.05
155000.0,0.78125,0.0,195000.0,61000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.04625
155000.0,0.939,0.0,165000.0,107000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.045
215000.0,0.9,0.0,235000.0,47000.0,0.46,1.0,1.0,White,Non-Hispanic,Male,0.045
355000.0,1.0,0.0,355000.0,89000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.045
415000.0,0.9,0.0,465000.0,86000.0,0.44,1.0,1.0,White,Hispanic,Female,0.05375
1235000.0,0.8,120.0,1545000.0,533000.0,0.33,1.0,0.0,White,Hispanic,Male,0.04375
225000.0,0.75,0.0,315000.0,64000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.04875
165000.0,0.7034,0.0,235000.0,112000.0,0.49,1.0,1.0,White,Non-Hispanic,Female,0.05
105000.0,0.965,0.0,115000.0,59000.0,0.1,1.0,1.0,Black,Non-Hispanic,Female,0.05
245000.0,1.0,0.0,235000.0,37000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04375
255000.0,0.85,0.0,305000.0,79000.0,0.4,1.0,1.0,Black,Non-Hispanic,Male,0.04875
255000.0,0.97,0.0,265000.0,120000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.05125
75000.0,0.6297,0.0,125000.0,46000.0,0.25,1.0,1.0,Black,Non-Hispanic,Female,0.0399
85000.0,0.8,0.0,105000.0,21000.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.045
445000.0,0.82795,0.0,685000.0,198000.0,0.37,0.0,1.0,White,Non-Hispanic,Male,0.03875
235000.0,0.965,0.0,235000.0,61000.0,0.48,1.0,1.0,White,Non-Hispanic,Male,0.05125
375000.0,0.965,0.0,375000.0,105000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.0475
185000.0,0.8,0.0,235000.0,81000.0,0.4,1.0,1.0,White,Non-Hispanic,Female,0.04625
215000.0,0.965,0.0,225000.0,27000.0,0.55,1.0,1.0,Black,Hispanic,Male,0.055
85000.0,0.54459,0.0,145000.0,33000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.05
75000.0,0.965,0.0,75000.0,28000.0,0.36,1.0,1.0,White,Hispanic,Female,0.04625
225000.0,1.033,0.0,215000.0,68000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.045
155000.0,0.8,0.0,195000.0,154000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.08375
285000.0,0.965,0.0,295000.0,115000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.0487999999999999
205000.0,0.97,0.0,215000.0,56000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.0475
235000.0,0.95,0.0,255000.0,126000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04375
295000.0,1.0,63.0,285000.0,93000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.03875
205000.0,1.0,0.0,195000.0,77000.0,0.33,1.0,1.0,White,Hispanic,Male,0.04625
265000.0,1.0,0.0,265000.0,83000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04625
255000.0,0.95,0.0,265000.0,60000.0,0.37,1.0,1.0,White,Non-Hispanic,Male,0.0425
185000.0,0.965,0.0,195000.0,77000.0,0.37,1.0,1.0,White,Non-Hispanic,Male,0.0399
465000.0,0.8,0.0,575000.0,117000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.04375
145000.0,0.75,0.0,195000.0,32000.0,0.49,1.0,1.0,White,Hispanic,Male,0.0475
285000.0,0.9,0.0,315000.0,130000.0,0.33,1.0,1.0,White,Hispanic,Male,0.0475
185000.0,0.95,0.0,195000.0,133000.0,0.47,1.0,1.0,White,Non-Hispanic,Male,0.05
245000.0,0.98189,0.0,245000.0,84000.0,0.48,1.0,1.0,White,Non-Hispanic,Male,0.04375
125000.0,0.4779,0.0,255000.0,33000.0,0.41,1.0,1.0,White,Non-Hispanic,Female,0.04125
385000.0,0.3249,0.0,1185000.0,144000.0,0.55,1.0,1.0,Asian,Non-Hispanic,Male,0.045
55000.0,0.8,0.0,65000.0,33000.0,0.44,1.0,1.0,White,Non-Hispanic,Female,0.05875
215000.0,0.9,0.0,255000.0,138000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.04875
95000.0,0.9481,0.0,105000.0,99000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.0475
405000.0,0.9,62.0,455000.0,173000.0,0.45,1.0,1.0,White,Non-Hispanic,Male,0.03625
455000.0,0.8826,0.0,515000.0,131000.0,0.55,1.0,0.0,White,Non-Hispanic,Male,0.04625
255000.0,0.965,0.0,265000.0,84000.0,0.55,1.0,1.0,Black,Non-Hispanic,Male,0.05
175000.0,0.95,0.0,185000.0,54000.0,0.33,1.0,1.0,White,Hispanic,Male,0.045
315000.0,0.5514,0.0,575000.0,118000.0,0.33,1.0,1.0,Asian,Non-Hispanic,Male,0.0475
255000.0,0.8609,0.0,285000.0,70000.0,0.33,1.0,1.0,Black,Non-Hispanic,Male,0.04125
185000.0,1.0,0.0,185000.0,53000.0,0.33,1.0,1.0,White,Hispanic,Male,0.04375
245000.0,0.54,0.0,455000.0,55000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.04
385000.0,0.9,0.0,435000.0,70000.0,0.49,1.0,1.0,White,Non-Hispanic,Female,0.0475
465000.0,0.9,0.0,515000.0,130000.0,0.36,1.0,1.0,Asian,Non-Hispanic,Female,0.04125
115000.0,0.85,0.0,135000.0,26000.0,0.42,1.0,1.0,White,Non-Hispanic,Female,0.05875
215000.0,0.965,0.0,225000.0,60000.0,0.49,1.0,1.0,White,Non-Hispanic,Male,0.05125
315000.0,0.95,0.0,325000.0,116000.0,0.25,1.0,1.0,Asian,Non-Hispanic,Male,0.04375
225000.0,1.0,0.0,215000.0,58000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.0425
195000.0,0.8,0.0,245000.0,96000.0,0.49,1.0,1.0,White,Hispanic,Female,0.0525
485000.0,0.6987099999999999,84.0,695000.0,165000.0,0.25,1.0,1.0,Asian,Non-Hispanic,Male,0.03375
195000.0,0.95,0.0,245000.0,83000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.0475
145000.0,0.74359,0.0,195000.0,61000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.045
435000.0,0.6493000000000001,0.0,745000.0,199000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.04625
155000.0,0.97629,0.0,155000.0,31000.0,0.42,1.0,1.0,White,Hispanic,Male,0.05375
155000.0,0.982,0.0,155000.0,48000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.0475
285000.0,0.98188,0.0,295000.0,90000.0,0.47,1.0,1.0,White,Hispanic,Male,0.055
225000.0,0.9184,0.0,245000.0,63000.0,0.39,1.0,1.0,White,Hispanic,Male,0.04
365000.0,0.8586,0.0,435000.0,71000.0,0.49,1.0,1.0,White,Non-Hispanic,Female,0.04875
135000.0,0.965,0.0,135000.0,39000.0,0.38,1.0,1.0,White,Non-Hispanic,Male,0.05
275000.0,0.8,0.0,345000.0,78000.0,0.45,1.0,1.0,White,Hispanic,Female,0.04875
185000.0,1.0,0.0,175000.0,62000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.04125
725000.0,0.8,0.0,915000.0,239000.0,0.25,1.0,0.0,Asian,Non-Hispanic,Male,0.04625
355000.0,0.7447,0.0,475000.0,75000.0,0.44,1.0,1.0,White,Non-Hispanic,Female,0.0475
125000.0,0.965,0.0,125000.0,47000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0475
125000.0,1.0101,0.0,125000.0,52000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0475
155000.0,0.6,0.0,255000.0,171000.0,0.39,1.0,1.0,Asian,Non-Hispanic,Male,0.04875
265000.0,1.0,0.0,255000.0,87000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.05125
435000.0,0.95,0.0,455000.0,85000.0,0.48,1.0,1.0,Asian,Non-Hispanic,Male,0.04
145000.0,0.96499,0.0,155000.0,47000.0,0.41,1.0,1.0,Black,Non-Hispanic,Female,0.045
75000.0,0.97,0.0,75000.0,31000.0,0.38,1.0,1.0,White,Non-Hispanic,Male,0.04625
185000.0,0.5909,0.0,335000.0,54000.0,0.38,1.0,1.0,Asian,Non-Hispanic,Female,0.04625
105000.0,0.9649,0.0,105000.0,34000.0,0.39,1.0,1.0,White,Non-Hispanic,Male,0.045
455000.0,0.57174,0.0,795000.0,114000.0,0.36,1.0,1.0,Black,Non-Hispanic,Male,0.04875
185000.0,0.95,0.0,195000.0,113000.0,0.33,1.0,1.0,White,Hispanic,Female,0.04625
205000.0,0.70175,0.0,285000.0,75000.0,0.33,1.0,1.0,Black,Non-Hispanic,Female,0.0475
135000.0,1.03648,0.0,135000.0,56000.0,0.49,1.0,1.0,Black,Non-Hispanic,Female,0.04875
135000.0,1.0,0.0,135000.0,50000.0,0.39,1.0,1.0,White,Hispanic,Male,0.03875
165000.0,0.97,0.0,175000.0,43000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.04125
335000.0,0.965,0.0,345000.0,83000.0,0.55,1.0,1.0,White,Hispanic,Male,0.03875
405000.0,0.8,0.0,505000.0,159000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.05125
165000.0,1.015,0.0,175000.0,33000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.04625
125000.0,1.0,60.0,125000.0,120000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.05
215000.0,0.8,0.0,265000.0,54000.0,0.38,1.0,1.0,White,Non-Hispanic,Male,0.03625
295000.0,0.8,0.0,375000.0,150000.0,0.25,0.0,1.0,White,Non-Hispanic,Male,0.04
125000.0,0.6,0.0,205000.0,56000.0,0.39,1.0,1.0,White,Non-Hispanic,Male,0.0499
85000.0,0.9,0.0,95000.0,47000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.05375
115000.0,0.7149800000000001,0.0,165000.0,46000.0,0.33,0.0,1.0,White,Non-Hispanic,Female,0.04125
85000.0,0.965,0.0,85000.0,27000.0,0.36,1.0,1.0,Hawaiian or pacific islander,Hispanic,Female,0.055
525000.0,0.899,84.0,655000.0,124000.0,0.36,1.0,1.0,Asian,Non-Hispanic,Female,0.03875
215000.0,0.8,0.0,265000.0,58000.0,0.25,1.0,1.0,Black,Non-Hispanic,Male,0.05
195000.0,1.0101,0.0,195000.0,47000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04875
115000.0,0.9,0.0,125000.0,65000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.055
105000.0,0.965,0.0,105000.0,44000.0,0.38,1.0,1.0,White,Non-Hispanic,Male,0.04375
725000.0,0.8,0.0,905000.0,246000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.0525
265000.0,0.965,0.0,275000.0,0.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.04875
815000.0,0.7546299999999999,84.0,1085000.0,159000.0,0.4,1.0,0.0,Asian,Non-Hispanic,Male,0.0375
95000.0,0.8,0.0,115000.0,40000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.05125
255000.0,0.965,0.0,265000.0,83000.0,0.39,1.0,1.0,White,Non-Hispanic,Female,0.045
175000.0,0.41667,122.0,425000.0,80000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.0425
135000.0,0.95,0.0,145000.0,38000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.0525
305000.0,0.965,0.0,315000.0,104000.0,0.25,1.0,1.0,White,Hispanic,Male,0.05
185000.0,0.9818,0.0,185000.0,44000.0,0.55,1.0,1.0,White,Hispanic,Male,0.05125
55000.0,1.00146,0.0,55000.0,38000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.05125
225000.0,0.8,0.0,285000.0,84000.0,0.44,0.0,1.0,White,Non-Hispanic,Female,0.0399
105000.0,0.965,0.0,115000.0,38000.0,0.33,1.0,1.0,Black,Non-Hispanic,Female,0.04125
175000.0,1.0069,0.0,175000.0,55000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.0525
675000.0,0.85,0.0,1285000.0,404000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.04875
95000.0,0.965,0.0,95000.0,26000.0,0.47,1.0,1.0,White,Non-Hispanic,Male,0.05
395000.0,0.915,0.0,435000.0,108000.0,0.45,1.0,1.0,White,Non-Hispanic,Female,0.04625
