Mortgage,Balance,Amount Past Due,Delinquency,Inquiry,Open Trade,Utilization,Gender,Race,Status
223102.47,5173.89,3198.78,5,3,1,0.970488163,1,1,0
241581.77,55.84,27.59,5,2,1,0.123478283,0,1,0
658596.6,3674.79,2372.58,5,2,1,0.825384692,1,1,1
425437.82,2429.06,0,0,0,0,0.819496239,1,1,1
210692.41,20.73,0,0,0,0,0.016585717,0,1,0
223002.87,4024.81,684.69,4,0,0,0.967152873,1,0,0
235110.42,1070.11,542.33,3,2,0,0.667013677,0,1,0
337541.19,308.34,50.48,1,1,0,0.376316849,0,1,0
172157.88,4162.45,0,0,0,0,0.874276263,1,0,0
291890.81,144.29,0,0,0,0,0.064324363,1,1,1
204085.89,869.04,0,0,0,0,0.845211358,1,1,1
158560.1,846.71,821.4,5,1,1,0.397271549,1,0,0
164578.44,2472.14,0,0,0,0,0.659041994,1,0,1
167052.95,958.55,235.35,1,0,0,0.746141744,0,1,0
397828.84,2386.18,2292.75,5,2,1,0.437039757,1,1,0
219914.01,993.95,524.56,4,1,0,0.866214677,0,1,0
149689.79,390.28,0,0,0,0,0.827138335,0,0,1
411648.1,1204.36,1005.55,2,1,1,0.457695361,1,1,1
449073.27,789.51,0,0,0,0,0.358940185,1,1,1
122299.73,1834.54,1830.29,4,1,1,0.458465692,1,0,0
286068.06,1565.96,0,0,0,0,0.354468068,1,1,1
343119,798.77,710.63,4,1,1,0.670906426,0,1,1
236743.6,2204.37,0,0,0,0,0.945404519,0,0,0
246446.3,1246.21,0,0,0,0,0.284972972,1,1,1
183233.17,1406.39,0,0,0,0,0.360215936,1,0,1
225845.92,1012.86,0,0,1,0,0.816423852,0,0,1
237372.07,546.99,459.37,4,1,1,0.443627255,0,1,0
425916.72,460.85,0,0,0,0,0.655877638,0,1,1
387572.32,652.2,633.41,1,0,0,0.887114894,0,1,0
129280.54,424.56,170.39,1,1,1,0.192813625,1,0,1
223712.28,222.57,90.1,5,3,2,0.348588237,0,1,0
311677.22,212.22,83.2,1,1,1,0.135595098,0,1,1
215186.69,4228.59,0,0,0,0,0.903502747,1,1,0
211663.91,4532.02,0,0,0,0,0.986151444,1,1,1
188603.59,110.65,0,0,1,1,0.049347196,1,1,1
175242.7,599.66,325.87,3,0,0,0.209239538,1,1,1
452283.48,439.9,0,0,0,0,0.231570783,0,1,1
199701.6,673.27,0,0,0,0,0.283342775,1,1,1
232934.85,423.67,0,0,0,0,0.59739168,0,0,0
156488.46,1717.15,0,0,1,1,0.514084825,1,0,1
127085.94,622.85,0,0,0,0,0.522041756,0,0,0
497595.69,284.12,0,0,0,0,0.255343434,1,1,1
362767.73,976.99,289.38,1,1,0,0.502688827,0,1,0
253679.7,395.16,0,0,0,0,0.474219148,0,0,1
309712.74,1792.1,0,0,0,0,0.925646946,0,1,1
180837.92,162.93,89.68,1,1,1,0.070737016,1,1,1
173860.33,1928.57,1814.28,2,0,0,0.882317766,0,1,0
347974.37,343.3,0,0,0,0,0.255885124,0,1,1
179651.28,159.07,22.81,1,1,1,0.104270373,0,0,0
197460.85,864.95,188.37,5,2,1,0.262913505,1,1,1
496714.71,826.5,731.7,1,0,0,0.239877002,0,1,1
220138.04,583.08,450.49,4,0,0,0.558626489,0,1,0
149738.51,326.72,0,0,0,0,0.604272099,0,0,1
304298.79,200.67,99.3,1,1,0,0.147242958,0,1,1
152504.86,1023.42,0,0,0,0,0.574588994,1,1,1
220381.35,739.24,0,0,0,0,0.39575372,0,1,1
492227.66,2841.14,0,0,0,0,0.308466755,1,1,1
259203.49,757.42,0,0,1,1,0.792841949,0,1,1
130202.29,332.8,78.76,3,2,0,0.088500128,1,0,0
204302.97,1015.71,0,0,0,0,0.612613409,0,1,0
145393.32,752.06,0,0,0,0,0.692463966,0,0,1
244837.33,494.5,474.91,5,1,1,0.40884908,1,1,0
735831.63,359.67,183.7,1,1,1,0.268830186,0,1,1
326087.79,158.16,0,0,0,0,0.133808356,0,1,1
363235.01,2572.02,1058.6,1,0,0,0.610404618,1,1,1
419641.4,4395.22,0,0,0,0,0.720019946,1,1,1
121864.21,1015.75,875.99,1,1,1,0.501666884,0,0,0
431090.99,1435.88,982.97,4,1,0,0.527915582,0,1,1
209433.49,2414.67,0,0,1,0,0.466374781,1,0,1
165531.84,3356.07,2315.75,1,1,0,0.993567611,1,0,0
262239.98,647.3,551.96,2,0,0,0.252165108,1,1,0
256001.08,3369.31,1410.52,1,0,0,0.928815388,1,1,1
281994.51,561.18,0,0,0,0,0.236554752,0,1,1
345050.42,846.39,42.14,3,1,0,0.278843459,1,1,1
208320.07,1404.4,0,0,0,0,0.509505134,1,0,0
134065.9,530.41,137.02,5,3,3,0.299822832,0,0,0
299195.9,267.77,0,0,0,0,0.119667631,0,1,1
269062.24,2464.66,943.77,1,0,0,0.929176468,1,1,1
233188.28,47.15,0,0,0,0,0.06366118,0,1,0
199225.08,310.55,0,0,0,0,0.100751707,1,0,1
195178.33,490.2,0,0,0,0,0.535055285,0,1,1
166148.9,1438.38,0,0,0,0,0.751908812,0,0,1
480304.38,773.77,0,0,0,0,0.226369868,1,1,1
197458.54,1146.1,0,0,0,0,0.430365447,1,1,1
292351.55,2439.83,0,0,1,0,0.647558118,1,1,1
192600.29,1076.91,0,0,0,0,0.840542585,0,1,0
424839.4,190.32,0,0,0,0,0.154822626,0,1,1
315757,2664.29,0,0,0,0,0.696690211,1,1,1
259610.07,209.45,0,0,0,0,0.149755465,0,1,1
133587.06,1757.61,0,0,1,1,0.449497219,1,0,0
125630.01,103.07,0,0,1,0,0.127112987,0,0,0
122479.4,428.48,288.56,1,0,0,0.235499536,0,0,0
285469.83,135.17,126.48,1,1,1,0.383798575,0,1,0
357969.23,1512.94,0,0,0,0,0.395222935,1,1,1
359759.11,1730.22,1513.17,4,1,1,0.569996038,1,1,0
196174.15,117.17,95.82,5,1,1,0.090119332,0,1,1
250126.39,181.82,0,0,0,0,0.130476331,0,1,1
242239.58,2644.73,0,0,0,0,0.881854508,1,1,0
142110.35,1019.29,0,0,0,0,0.287242572,1,0,0
154761,3437.17,0,0,0,0,0.984750604,1,0,1
350855.59,4754.01,1480.14,4,0,0,0.885996116,1,1,0
408648.24,261.3,174.41,4,0,0,0.203144475,0,1,1
164816.82,1048.29,880.81,1,1,0,0.319729222,1,0,1
442379.77,2653.93,0,0,0,0,0.701909237,1,1,1
342904.77,829.02,165.5,1,0,0,0.334738943,0,1,1
192880.67,974.99,0,0,0,0,0.30762265,1,1,1
357125.54,1235.9,0,0,0,0,0.997118748,1,1,1
257048.01,554.92,0,0,0,0,0.403036701,0,1,1
265228.64,213.84,0,0,0,0,0.165026355,0,1,1
211335.16,2265.11,0,0,0,0,0.799327158,1,1,1
251915.6,259.04,0,0,0,0,0.279947827,0,0,1
249741.29,410.23,0,0,1,1,0.283407699,0,0,0
155843.82,218.95,0,0,0,0,0.208156641,0,0,0
292364.63,1259.79,0,0,0,0,0.863571086,0,1,1
251646.09,237.8,0,0,0,0,0.060754721,1,1,1
297125.74,529.86,0,0,0,0,0.527990215,1,1,1
295378.31,223.22,93.31,1,0,0,0.270567991,0,1,0
282440.79,753.05,723.26,4,2,1,0.399272481,0,1,0
301381.56,4429.73,0,0,0,0,0.971917842,1,1,1
141982.57,3355.51,1183.63,3,0,0,0.51312791,1,0,1
199407.7,44.68,0,0,0,0,0.063391556,0,0,1
173604.98,1622.4,0,0,0,0,0.796940235,1,0,1
177020.28,1891.7,0,0,0,0,0.590168433,1,1,1
470586.83,461.18,219.14,3,1,1,0.45463862,0,1,0
132102.29,517.23,86.36,2,0,0,0.177376829,1,0,1
157274.69,472.1,54.09,5,2,1,0.369092526,1,0,0
391545.36,1284.51,97.21,5,3,0,0.351950896,1,1,0
207549.8,283.25,0,0,0,0,0.394005818,0,1,1
172975.16,2706.79,1571.34,2,1,1,0.834574104,1,1,0
219544.58,352.46,49.6,5,1,0,0.284629701,0,0,0
377575.88,1336.43,659.69,2,0,0,0.395169083,1,1,1
184607.6,64.29,0,0,0,0,0.114416625,0,0,1
142695.75,237.25,22.3,2,1,1,0.296634541,0,0,0
151143.78,1712.63,0,0,0,0,0.468091336,1,1,0
259260.28,360.77,0,0,0,0,0.593970979,0,1,1
343269.68,2585.83,0,0,0,0,0.654885328,1,1,1
201091.31,353.12,0,0,0,0,0.330529215,1,1,1
304292.22,159,154.85,3,0,0,0.03831302,1,1,1
230572.06,115.32,70.99,2,0,0,0.180985238,0,1,0
416495.53,209.41,0,0,0,0,0.265008274,0,1,1
263865.48,548.86,0,0,0,0,0.446371245,1,1,1
275369.01,13.71,8.94,4,1,0,0.014090849,0,1,1
277856.19,964.98,0,0,0,0,0.839794284,0,1,0
241901.96,337.01,0,0,0,0,0.281258685,1,1,1
443220.72,694.21,0,0,0,0,0.137697007,1,1,1
278694.38,609.55,0,0,0,0,0.430251031,1,1,1
520725.96,2916.49,0,0,0,0,0.880901656,1,1,1
535307.42,1028.5,927.41,2,1,1,0.854721586,0,1,1
213255.06,517.66,0,0,0,0,0.711128274,0,1,1
167586.22,1708.64,1445.01,1,1,0,0.403733263,1,0,1
281387.77,859.37,0,0,0,0,0.826995592,0,1,0
192233.2,105.74,0,0,0,0,0.151579443,1,0,0
177077.52,547.91,237.13,5,4,1,0.507378889,0,0,0
161972.3,530.98,0,0,0,0,0.247305297,1,1,1
291070,309.4,0,0,0,0,0.211171866,0,1,1
306367.09,3389.3,0,0,0,0,0.994984943,1,1,1
385465.32,472.61,0,0,0,0,0.293484119,0,1,1
267634.09,93.34,16.21,1,1,0,0.026459669,1,1,1
553145.95,434.35,0,0,0,0,0.561728167,0,1,1
777530.81,327.59,0,0,0,0,0.227973842,0,1,1
181115.37,2080.16,0,0,1,0,0.704698612,1,0,0
123038.08,1091.23,951.66,1,1,1,0.875885705,0,0,0
176994.38,542.31,79.24,5,1,1,0.993932467,0,0,0
163998.99,1213.42,961.72,5,1,0,0.149691647,1,0,0
346336.37,591.38,0,0,1,1,0.208975693,1,1,1
159799.45,452.48,417.87,1,0,0,0.183312551,1,0,0
217864.31,1380.29,0,0,0,0,0.936412492,0,1,0
209296.19,1274.99,0,0,0,0,0.733062296,1,0,1
165095.03,615.2,0,0,0,0,0.994274714,0,0,1
265823.23,837.39,254.06,1,0,0,0.976081184,0,1,0
446821.63,53.04,42.17,4,2,2,0.1377599,0,1,0
259743.75,1430.36,0,0,0,0,0.313079408,1,1,1
386808.31,1650.05,0,0,0,0,0.418872501,0,1,1
195275.04,3324.98,0,0,0,0,0.798406906,1,1,1
205132.97,400.2,0,0,0,0,0.198688905,1,1,1
169603.79,3421.2,0,0,0,0,0.810692858,1,0,0
240460.33,1829.28,0,0,1,0,0.347675926,1,1,1
169078.23,2164.25,0,0,0,0,0.474567886,1,0,0
210538.75,482.23,0,0,0,0,0.849614689,0,1,0
206615.72,973.55,934.9,4,3,3,0.435990453,0,0,0
178976.75,3581.03,0,0,0,0,0.944651003,1,0,0
341528.92,259.44,0,0,1,0,0.051140562,1,1,1
199724.5,279.57,114.25,1,1,0,0.282554098,0,1,0
145440.78,64.21,0,0,0,0,0.097000704,0,0,1
161837.86,837.93,0,0,0,0,0.300539239,1,0,1
192580.92,254.97,90.74,1,1,0,0.175087455,1,1,0
353387.52,106.31,28.83,1,0,0,0.048046866,0,1,1
310674.73,588.87,557.07,4,1,1,0.314182081,0,1,0
208339.85,563.22,0,0,0,0,0.287929176,1,0,1
145461.22,193.81,51.11,1,1,0,0.354827363,0,0,0
222477.75,836.86,119.5,2,0,0,0.632327198,0,1,0
981847.56,207.56,0,0,0,0,0.124487025,0,1,1
151275.61,1475.82,879.14,5,2,1,0.952601431,0,0,0
300281.58,663.59,34.87,1,0,0,0.311665432,1,1,0
280728.43,2093.83,0,0,1,1,0.766885023,1,1,1
262366.86,156.1,128.54,3,0,0,0.220799912,0,1,0
238117.87,2142.02,0,0,0,0,0.846918657,1,1,1
232862.77,274.2,82.7,5,4,1,0.287927912,0,1,0
146934.25,674.72,0,0,0,0,0.157708768,0,0,1
284739.12,403.88,0,0,0,0,0.349789367,0,1,1
180587.83,410.26,0,0,0,0,0.346026085,0,0,0
198816.34,174.12,0,0,0,0,0.218746663,0,0,1
523121.52,236.8,222.34,4,0,0,0.382029639,0,1,0
249119.73,1996.93,0,0,0,0,0.519604048,1,1,1
142483.25,2798.79,299.16,5,0,0,0.998587114,1,0,1
243428.9,1940.01,0,0,0,0,0.700954041,1,1,1
147130.27,629.99,0,0,0,0,0.891811481,0,0,0
264491.9,1903.64,0,0,0,0,0.32135457,1,0,1
144960.81,1337.51,134.07,4,0,0,0.654857667,1,0,1
161051.18,3041.88,526.62,1,1,0,0.697587412,1,1,0
180089.9,516.53,52.97,5,4,2,0.330296826,1,1,0
270475.2,675.72,0,0,0,0,0.621994416,0,1,1
233383.57,1784.92,1291.91,5,2,1,0.54988853,1,1,0
128056.7,1833.98,1375.6,4,0,0,0.527540697,1,0,0
355686.69,2457.31,1110.23,4,1,1,0.399017281,1,1,0
309099.02,558.76,0,0,0,0,0.213195931,1,1,0
163949.52,799.51,69.82,1,1,0,0.376768476,0,1,0
175518.18,360.09,49.72,4,0,0,0.308830669,1,0,0
280879.57,2007.22,0,0,0,0,0.872582038,0,1,1
255173.04,1495.3,0,0,0,0,0.936745126,1,1,1
200324.96,323.2,128.41,3,1,0,0.314717296,0,1,0
191007.36,1973.5,0,0,0,0,0.588949456,1,0,1
366080.49,1046.52,0,0,0,0,0.445641724,1,1,1
182673.24,744,0,0,0,0,0.254515551,1,1,0
206169.04,336.12,0,0,0,0,0.69809702,1,0,1
260964.33,352.87,84.77,5,1,0,0.285135243,0,1,0
150423.7,3474.3,2142.97,1,0,0,0.953187144,0,0,0
199322.91,1463.4,0,0,0,0,0.342229696,1,0,0
300087.56,736.89,158.38,1,0,0,0.499780541,0,1,0
183600.36,413.91,0,0,0,0,0.153987347,1,1,0
230510,1141.31,0,0,0,0,0.744699831,1,1,0
314575.11,648.51,0,0,0,0,0.201383751,0,1,1
266041.65,631.85,0,0,0,0,0.766349082,0,0,0
241932.53,647.26,568.34,4,0,0,0.877437758,0,1,1
211181.13,302.34,254.43,1,0,0,0.324731781,0,1,0
225016.52,935.93,132.49,4,0,0,0.15049951,1,1,0
379461.15,1185.17,0,0,0,0,0.847388099,0,1,1
224526.23,1875.28,0,0,0,0,0.996180291,0,1,1
347205.42,921.4,0,0,0,0,0.915580866,0,1,1
247309.06,120.46,18.82,1,0,0,0.261669491,0,1,0
186518.29,1668.33,0,0,1,1,0.931967637,0,1,0
266692.91,217.85,0,0,0,0,0.176208109,0,1,1
166541.98,3139.91,1752.12,5,2,2,0.986616535,1,0,0
248563.14,1466.69,923.67,4,1,0,0.503045686,1,1,0
267451.61,2222.43,0,0,0,0,0.796294323,1,1,1
183228.73,952.07,0,0,1,0,0.239006987,1,0,1
206003.37,1543.43,449.69,2,0,0,0.705878252,1,1,0
505356.81,2151.77,0,0,0,0,0.589101635,1,1,1
305075.62,2822.56,111.1,4,1,0,0.823148226,0,1,1
151941.73,501.35,0,0,0,0,0.418100256,0,0,1
218905.94,1059.11,0,0,1,1,0.292125315,0,0,0
206255.3,635.87,45.47,4,3,2,0.880062363,0,1,0
341230.74,1170.48,452.65,5,2,2,0.656678758,0,0,1
279902.23,5519.7,0,0,0,0,0.911668878,1,1,1
156152.69,505.39,344.71,5,0,0,0.195370532,1,0,0
195350.88,339.93,0,0,1,1,0.285912258,0,0,1
182696.53,482.75,0,0,0,0,0.326086193,1,1,0
554286.98,717.07,115.91,3,1,1,0.116328408,1,1,1
253271.26,466.68,0,0,1,1,0.590662486,0,1,1
159876.53,526.6,499.84,1,1,1,0.94958361,0,0,0
237006.4,10184.73,0,0,0,0,0.974566757,1,1,1
166857.46,4261.69,594.52,2,0,0,0.689508786,1,0,0
164543.32,1067.4,168.91,1,1,1,0.486329633,1,1,0
381012.96,2073.51,0,0,0,0,0.537482524,1,1,1
285201.19,320.26,0,0,0,0,0.250538419,0,1,1
164615.17,593.49,522.49,4,0,0,0.651480175,0,0,0
290236.59,810.46,0,0,0,0,0.295783754,0,1,1
413404.63,888.55,256.8,4,1,1,0.904347695,0,1,0
354526.56,231.45,58.82,2,0,0,0.228022461,0,1,0
170746.23,511.61,0,0,0,0,0.419197554,0,1,0
139505.7,107.16,48.63,2,2,2,0.048438037,1,0,0
429995.39,174.55,0,0,0,0,0.171154029,0,1,1
212469.3,1623.73,902.02,2,0,0,0.962636698,1,1,0
393768.47,201.42,0,0,1,0,0.345942123,0,1,1
140222.68,1432.38,0,0,0,0,0.336558867,1,0,0
365144.31,2250.16,0,0,0,0,0.895065614,0,1,0
402515.88,570.59,0,0,0,0,0.261618789,1,1,1
230578.94,2087.03,0,0,0,0,0.713017358,1,1,1
224416.24,691.18,0,0,0,0,0.109059605,1,1,1
205807.61,777.81,0,0,0,0,0.461151037,1,0,1
222129.5,992.21,0,0,1,1,0.716655011,0,1,1
280340.6,676.49,0,0,0,0,0.358127834,1,1,1
133732.71,2802.71,1956.93,1,0,0,0.966849947,1,0,0
178205.8,844.95,0,0,0,0,0.370632913,0,1,1
289902.77,2017.33,0,0,0,0,0.954388547,0,1,0
276053.57,229.76,92.67,2,0,0,0.280630422,0,1,0
314980.98,454.53,0,0,0,0,0.178664634,0,1,1
303666.51,357.13,0,0,0,0,0.235678762,1,1,1
161549.28,975.85,0,0,0,0,0.455677601,0,0,0
315539.42,1311.13,0,0,0,0,0.418292173,1,1,1
190731.25,238.29,0,0,0,0,0.235596921,0,1,1
166454.96,1422.89,0,0,0,0,0.235418207,1,0,1
606159.36,1690.65,0,0,0,0,0.967423929,0,1,1
161302.92,1944.72,281.24,5,2,1,0.571317431,1,1,0
203002.85,97.81,0,0,0,0,0.133427569,0,1,1
415794.78,956.72,914.49,2,1,1,0.855932932,0,1,1
166465.55,4393.97,0,0,0,0,0.303947635,1,0,1
133181.46,320.58,0,0,0,0,0.559645899,0,0,0
191810.36,189.34,0,0,0,0,0.092564021,0,1,1
251092.97,678.23,578.22,5,3,1,0.676914643,0,1,0
394421.58,504.72,0,0,0,0,0.572507945,0,1,1
160937.53,879.38,761.17,4,1,1,0.291003499,1,0,0
267795.76,833.94,0,0,0,0,0.838099987,0,1,1
308143.57,301.14,123.88,1,1,1,0.235882184,0,1,1
177126.45,219.91,0,0,0,0,0.194656425,0,0,0
188933.58,1910.14,0,0,0,0,0.954001338,1,1,0
138086.02,827.11,0,0,0,0,0.989352542,0,0,0
155522.22,2190.51,0,0,0,0,0.396215861,1,0,1
598146.55,82.44,76.44,4,1,1,0.026587172,0,1,1
171313.53,1123.56,0,0,1,1,0.780222922,0,0,1
145390.46,1479.69,869.48,2,0,0,0.551749743,1,0,1
155998.09,286.47,0,0,0,0,0.08691726,1,0,1
420737.61,393.2,0,0,0,0,0.170587923,0,1,1
580302.39,1596.17,0,0,0,0,0.941258827,0,1,1
278967.81,117.33,16.02,3,0,0,0.114476851,0,1,1
206309.4,1942.38,0,0,0,0,0.965166959,0,1,1
148015.15,819.24,405.72,2,1,0,0.986824063,1,0,0
162013.68,84.21,0,0,0,0,0.106218586,0,0,1
266952.45,1049.94,0,0,0,0,0.747113465,0,1,0
258191.78,1384.66,0,0,0,0,0.988977381,1,1,0
314467.9,395.51,262.08,4,2,1,0.124328403,1,1,1
192216.69,669.98,232.19,3,1,1,0.473449391,1,0,0
281683.5,666.88,116.82,5,1,1,0.48918071,0,1,0
369582,988.86,0,0,0,0,0.988318625,0,1,1
335276.09,597.33,478.2,4,1,1,0.227574037,1,1,1
185145.28,2738.19,0,0,0,0,0.68174333,1,0,1
204683.98,866.98,836.08,2,0,0,0.202645465,1,1,1
311982.05,920.39,510.97,4,2,2,0.694073394,0,1,1
153601.12,2261,0,0,1,0,0.966364151,1,0,1
187552.99,351.41,203.34,5,1,0,0.562475698,0,1,0
311722.29,671.24,144.14,1,1,0,0.249307421,1,1,1
251280.94,176.74,56.56,1,0,0,0.178309775,0,1,1
298324.11,437.95,0,0,0,0,0.673453184,0,1,0
235312.91,438.71,0,0,0,0,0.189225817,1,1,1
272257.91,367.63,353.87,2,0,0,0.20496644,1,1,1
572729.52,344.13,80.89,1,0,0,0.242565544,0,1,1
168488.68,280.56,26.67,1,0,0,0.121774194,1,0,0
291525.01,212.47,0,0,0,0,0.36009831,0,1,1
346041.64,3764.99,674.34,3,1,1,0.532176904,1,1,0
250766.3,1500.35,26.79,5,1,1,0.826428932,1,1,0
261686.15,160.13,0,0,0,0,0.062837873,1,1,1
155146.9,34.67,0,0,0,0,0.10167861,0,1,0
200613.27,1222.49,464.76,1,0,0,0.626498977,1,1,0
287328.08,509.23,0,0,1,0,0.980693375,0,1,1
272992.99,9657.03,0,0,0,0,0.884912969,1,1,1
350162.11,1104.83,0,0,0,0,0.223917844,1,1,1
197402.18,194.74,0,0,0,0,0.255108632,0,0,0
141997.78,3274.1,0,0,0,0,0.894949344,1,0,0
147905.74,228.25,5.93,3,1,0,0.234181386,1,0,0
129841.66,2968.07,1880,1,1,0,0.893747939,0,0,0
265508.04,1218.67,889.39,1,0,0,0.96662457,0,1,1
126160.09,695.42,145.7,5,4,3,0.49130672,0,0,0
217881.51,117.6,31.43,2,1,1,0.18920795,0,1,0
202473.29,2449.04,2324.68,1,0,0,0.661629802,1,1,0
307997.49,1019.15,0,0,1,1,0.301433392,1,1,1
247981.23,257.07,0,0,1,0,0.38692192,0,1,1
140073.24,1325.14,0,0,0,0,0.607498316,1,0,1
261114.9,601.59,0,0,0,0,0.713381296,0,1,1
222399.6,399.41,102.72,4,1,0,0.420516724,0,1,0
252516.16,747.91,0,0,0,0,0.483439829,0,1,1
228895.48,480.81,0,0,0,0,0.157112253,1,1,1
211236.18,2093.12,0,0,0,0,0.398411996,1,1,0
133320.33,1816.81,260.72,1,0,0,0.717530612,0,0,1
423178.11,393.67,0,0,0,0,0.072762528,1,1,1
145218.91,1410.79,187.53,1,0,0,0.652645559,1,0,0
231034.45,1985.28,435.07,4,1,0,0.650777799,1,1,0
260150.41,3431.52,0,0,0,0,0.866123981,1,1,1
177781.07,799.22,187.14,5,0,0,0.207071114,1,0,1
133165.18,2176.21,1585.02,1,0,0,0.493079655,0,0,0
311102.42,707.41,406.74,2,0,0,0.663901663,0,1,1
240912.89,3747.37,0,0,0,0,0.856437378,1,1,0
183318.03,600.06,10.75,5,0,0,0.190138011,1,1,1
156146.79,403.33,0,0,0,0,0.341902992,1,0,0
441521.38,550.17,0,0,0,0,0.197313136,1,1,1
143735.43,344.75,65.96,5,2,1,0.076785618,1,0,0
161374.86,3001.46,0,0,0,0,0.71846688,1,0,0
137977.7,4108.36,1762.48,1,1,1,0.925781092,1,0,0
314781.22,452.63,409.46,3,0,0,0.564500075,0,1,1
243155.62,726.83,0,0,0,0,0.167768407,1,0,1
315836.88,753.11,267.87,1,0,0,0.94123993,0,1,0
312915.09,1254.86,525.65,1,1,1,0.174250331,1,1,1
159568.24,77.43,0,0,0,0,0.119353831,0,1,0
213990.59,348.59,12.06,1,0,0,0.392812197,0,1,0
208457.42,262.93,168.48,5,1,0,0.345474985,0,1,0
228613.2,1739.04,585.04,4,4,4,0.595178385,1,1,0
405236.29,451.16,0,0,0,0,0.481955861,0,1,1
225250.08,2748.01,0,0,0,0,0.605086965,1,1,1
227233.14,112.29,99.76,3,0,0,0.391056659,0,0,0
176039.03,2816.89,0,0,0,0,0.849953071,1,1,0
337360.6,1548.19,457.04,2,1,1,0.376382162,1,1,0
361588.96,1200.25,657.95,1,0,0,0.923684367,0,1,1
260073.51,1449.07,0,0,1,0,0.837155875,0,1,0
159259.85,1556.03,151.16,1,0,0,0.374072909,1,1,0
270058.15,2295.77,1484.54,4,1,0,0.992832334,1,0,0
290394.59,270.67,162.43,1,0,0,0.152067174,0,1,0
135100.02,1068.96,574.82,5,1,0,0.783722493,0,0,0
309311.04,3676.03,0,0,0,0,0.835781177,1,1,1
143828.28,286.12,70.91,3,0,0,0.19224373,0,0,0
139111.32,1886.87,1015.32,2,0,0,0.999565686,0,0,1
199168.46,174.7,21.2,5,2,1,0.041699224,1,0,0
204736.65,941.68,0,0,0,0,0.330664179,1,1,1
174901.14,866.25,0,0,0,0,0.756396715,0,0,0
182879.45,1071.54,865.01,2,0,0,0.923466774,0,1,0
216589.54,85.52,0,0,0,0,0.08412223,0,1,1
151570.35,403.48,0,0,1,0,0.590131219,0,0,0
330795.83,1577.34,378.24,2,1,0,0.60224762,1,1,0
288185.84,874.62,0,0,0,0,0.768563513,0,1,1
280153.91,526.72,0,0,0,0,0.439809938,0,1,1
190539.62,2175.12,342.4,5,4,3,0.549998242,1,0,0
338974.47,625.84,549.47,3,0,0,0.315880687,0,1,1
290768.86,361.12,41.28,1,0,0,0.077305127,1,1,1
175317.52,1696.97,0,0,0,0,0.662203883,1,0,1
248580.64,164.46,115.1,1,1,0,0.174622516,0,1,0
279878.88,2924.17,601.03,2,1,1,0.918684551,1,1,0
137777.55,588.08,0,0,0,0,0.509693272,0,0,0
221759.05,813.19,0,0,0,0,0.739789382,0,1,0
322344.12,1315.91,0,0,0,0,0.929949424,0,1,1
261894.54,1512.21,499.6,5,1,1,0.734620954,1,1,0
164176.63,2819.7,0,0,0,0,0.810995488,1,0,0
167913.58,4815.38,424.05,2,1,0,0.850690107,1,0,1
306049.24,2715.61,0,0,0,0,0.308518076,1,1,1
183188.97,2300.09,503.38,3,0,0,0.97593819,1,1,0
198934.87,441.66,0,0,0,0,0.20287619,1,1,1
266740.07,297.08,0,0,0,0,0.37329624,0,1,1
183762.43,241.82,3.71,4,0,0,0.271095767,0,0,0
325267.46,944.42,0,0,1,1,0.378741869,1,1,1
157791.53,84.7,44.56,1,0,0,0.097732791,0,0,1
235908.97,2462.11,0,0,0,0,0.901878425,1,0,1
209849.62,353.32,29.76,5,3,1,0.664747463,0,1,0
270064.41,1203.83,314.78,3,2,1,0.225337138,1,1,0
183179.52,1196.03,935.9,4,2,1,0.21155153,1,1,0
233876.27,793.77,0,0,0,0,0.308396434,1,1,1
329082.86,150.17,11.26,3,0,0,0.119301422,0,1,0
144469.53,298.41,216.63,5,1,1,0.315679013,0,0,0
231080.78,1644.88,413.78,5,2,1,0.512345597,1,1,0
164357.5,165.27,0,0,0,0,0.111585406,0,0,1
150488.93,255.1,78.05,3,1,1,0.320139398,0,0,0
256202.6,388.32,335.53,1,0,0,0.087446497,1,1,1
209749.26,181.99,140.55,4,0,0,0.249353963,0,0,0
247207.41,1109.82,761.78,1,1,1,0.890635293,0,0,0
485833.72,58.81,35.93,1,1,1,0.040544828,1,1,1
424072.9,707.5,0,0,0,0,0.952822282,0,1,1
264291.57,1611.28,0,0,0,0,0.456867772,1,1,1
236229.18,422.23,340.85,1,0,0,0.332937786,0,1,0
226545.12,113.63,0,0,0,0,0.187864062,0,0,1
183736.47,1674.59,248.88,1,1,1,0.572315382,1,0,0
163852.43,1585.14,0,0,0,0,0.862585564,0,0,0
263712.08,567.01,0,0,1,1,0.395148228,1,1,1
260149.44,126.78,0,0,0,0,0.038768743,1,1,1
227037.5,2248.56,0,0,0,0,0.758121011,0,1,1
153736.26,839.37,0,0,0,0,0.321936136,1,0,1
221964.38,2774.03,0,0,0,0,0.996383329,1,0,1
426737.46,331.62,297.35,1,0,0,0.403643224,0,1,0
136033.71,117.16,12.61,2,1,0,0.060013077,1,1,0
258608.94,690.94,0,0,1,0,0.925716281,0,1,1
153364.13,184.69,41.57,4,1,0,0.128629558,0,1,0
448807.97,669.02,0,0,0,0,0.314955453,0,1,1
872490.27,450.65,0,0,0,0,0.832604736,0,1,1
201776.37,819.22,0,0,0,0,0.870657371,0,0,0
188802.49,556.4,349.51,4,1,0,0.827575457,0,0,1
